Date,Open,High,Low,Close,Volume,Open_Interest,Year
2006-06-08,631.0,631.0,625.0,625.0,2.0,9387.0,2006
2006-06-09,623.75,629.5,622.5,626.25,23.0,9306.0,2006
2006-06-12,636.5,642.5,635.0,638.25,8.0,9343.0,2006
2006-06-13,638.25,640.0,632.5,633.25,62.0,9481.0,2006
2006-06-14,633.25,637.0,626.0,626.0,78.0,9436.0,2006
2006-06-15,630.0,635.5,629.5,630.25,7.0,9577.0,2006
2006-06-16,633.25,635.75,631.0,635.25,48.0,9609.0,2006
2006-06-19,630.0,630.0,619.0,620.75,92.0,9595.0,2006
2006-06-20,618.0,622.0,618.0,621.5,0.0,9632.0,2006
2006-06-21,621.5,624.5,621.5,623.0,4.0,9643.0,2006
2006-06-22,623.0,625.0,618.0,619.5,6.0,10071.0,2006
2006-06-23,619.5,619.5,616.0,616.5,2.0,10121.0,2006
2006-06-26,608.5,608.5,601.5,604.25,0.0,10242.0,2006
2006-06-27,604.0,615.5,604.0,613.75,39.0,10162.0,2006
2006-06-28,611.0,620.0,610.25,615.75,27.0,10252.0,2006
2006-06-29,616.0,622.0,616.0,619.5,15.0,10786.0,2006
2006-06-30,621.5,638.0,621.5,630.5,128.0,11450.0,2006
2006-07-03,637.0,642.75,634.0,638.5,74.0,11583.0,2006
2006-07-05,643.0,645.0,628.5,630.5,10.0,12664.0,2006
2006-07-06,638.0,647.5,636.0,644.0,0.0,13872.0,2006
2006-07-07,645.0,646.0,634.0,637.5,92.0,14073.0,2006
2006-07-10,643.0,648.0,635.0,639.75,52.0,14194.0,2006
2006-07-11,641.25,650.75,640.0,643.5,88.0,14507.0,2006
2006-07-12,640.5,645.75,634.5,639.0,44.0,15119.0,2006
2006-07-13,637.25,639.5,632.0,632.5,38.0,16337.0,2006
2006-07-14,629.5,639.5,628.0,636.75,454.0,16819.0,2006
2006-07-17,630.5,633.5,623.0,623.25,27.0,16404.0,2006
2006-07-18,625.0,625.0,620.0,623.0,22.0,16245.0,2006
2006-07-19,622.25,622.5,613.5,619.25,89.0,15978.0,2006
2006-07-20,619.0,622.75,615.5,617.5,70.0,15976.0,2006
2006-07-21,617.75,617.75,607.5,610.0,61.0,16296.0,2006
2006-07-24,609.25,617.5,608.75,616.25,10.0,16405.0,2006
2006-07-25,620.0,626.0,616.0,617.75,95.0,16544.0,2006
2006-07-26,619.5,620.25,613.75,614.25,36.0,16990.0,2006
2006-07-27,614.0,617.0,604.0,607.5,118.0,18206.0,2006
2006-07-28,607.75,611.5,607.5,610.5,12.0,19048.0,2006
2006-07-31,610.75,617.5,606.0,612.0,231.0,19187.0,2006
2006-08-01,610.0,612.5,605.5,605.75,995.0,20027.0,2006
2006-08-02,605.75,619.5,605.75,613.25,363.0,20691.0,2006
2006-08-03,612.25,612.25,606.25,607.25,36.0,20858.0,2006
2006-08-04,609.0,614.0,606.0,609.5,65.0,20826.0,2006
2006-08-07,603.0,603.0,592.0,594.75,699.0,21780.0,2006
2006-08-08,594.75,596.0,586.75,589.25,431.0,22880.0,2006
2006-08-09,589.0,596.0,589.0,593.25,147.0,23926.0,2006
2006-08-10,594.0,594.25,587.25,587.75,164.0,24304.0,2006
2006-08-11,585.0,591.0,578.5,582.0,230.0,24044.0,2006
2006-08-14,579.5,582.5,575.5,582.25,226.0,24057.0,2006
2006-08-15,625.0,625.0,625.0,625.0,0.0,0.0,2006
2006-08-15,582.0,583.75,579.25,582.0,487.0,25684.0,2006
2006-08-16,620.75,620.75,620.75,620.75,0.0,0.0,2006
2006-08-16,581.0,585.25,576.5,577.75,388.0,26941.0,2006
2006-08-17,578.0,579.0,573.25,577.25,1019.0,27917.0,2006
2006-08-17,619.75,619.75,619.75,619.75,0.0,0.0,2006
2006-08-18,616.75,616.75,616.75,616.75,0.0,0.0,2006
2006-08-18,577.0,577.75,572.0,572.75,341.0,28614.0,2006
2006-08-21,619.0,619.0,619.0,619.0,0.0,0.0,2006
2006-08-21,572.0,574.75,571.25,573.75,925.0,29281.0,2006
2006-08-22,573.75,575.75,573.0,575.5,1129.0,30397.0,2006
2006-08-22,622.0,622.0,622.0,622.0,0.0,0.0,2006
2006-08-23,575.5,581.5,574.75,579.25,1236.0,32298.0,2006
2006-08-23,627.25,627.25,627.25,627.25,0.0,0.0,2006
2006-08-24,625.5,625.5,625.5,625.5,0.0,0.0,2006
2006-08-24,579.0,582.0,574.5,578.0,530.0,34545.0,2006
2006-08-25,619.5,619.5,619.5,619.5,0.0,0.0,2006
2006-08-25,576.25,577.0,567.75,569.75,796.0,34618.0,2006
2006-08-28,618.5,618.5,618.5,618.5,0.0,1.0,2006
2006-08-28,568.5,569.5,564.0,564.75,659.0,35163.0,2006
2006-08-29,564.75,567.5,563.25,563.75,1022.0,35688.0,2006
2006-08-29,619.0,619.0,619.0,619.0,0.0,1.0,2006
2006-08-30,624.0,624.0,624.0,624.0,0.0,2.0,2006
2006-08-30,563.25,569.5,561.75,569.0,624.0,36388.0,2006
2006-08-31,623.0,623.0,623.0,623.0,0.0,4.0,2006
2006-08-31,568.0,570.0,563.75,569.25,725.0,37734.0,2006
2006-09-01,569.0,570.0,564.5,564.75,1045.0,38125.0,2006
2006-09-01,620.0,620.0,620.0,620.0,0.0,4.0,2006
2006-09-05,563.75,577.0,560.0,567.25,809.0,38972.0,2006
2006-09-05,622.0,622.0,622.0,622.0,0.0,4.0,2006
2006-09-06,567.0,571.5,559.5,559.75,1229.0,39588.0,2006
2006-09-06,616.0,616.0,616.0,616.0,0.0,5.0,2006
2006-09-07,559.25,566.25,556.5,563.25,779.0,40328.0,2006
2006-09-07,613.0,613.0,613.0,613.0,0.0,4.0,2006
2006-09-08,563.0,568.5,561.0,561.75,936.0,40572.0,2006
2006-09-08,614.0,614.0,614.0,614.0,0.0,4.0,2006
2006-09-11,561.5,569.25,555.25,557.75,1797.0,41143.0,2006
2006-09-11,609.0,609.0,609.0,609.0,0.0,4.0,2006
2006-09-12,557.0,562.75,550.5,552.0,1380.0,42079.0,2006
2006-09-12,602.0,602.0,602.0,602.0,0.0,4.0,2006
2006-09-13,551.75,557.5,550.0,554.0,1348.0,42413.0,2006
2006-09-13,604.0,604.0,604.0,604.0,0.0,4.0,2006
2006-09-14,554.0,560.5,554.0,558.75,2783.0,43187.0,2006
2006-09-14,611.0,611.0,611.0,611.0,0.0,4.0,2006
2006-09-15,553.0,569.0,553.0,562.5,1935.0,43664.0,2006
2006-09-15,612.0,612.0,612.0,612.0,0.0,5.0,2006
2006-09-18,566.0,570.5,564.25,565.75,826.0,44104.0,2006
2006-09-18,617.0,617.0,617.0,617.0,0.0,5.0,2006
2006-09-19,562.75,567.75,556.5,557.25,2829.0,45578.0,2006
2006-09-19,620.0,620.0,620.0,620.0,0.0,5.0,2006
2006-09-20,557.25,564.75,555.5,562.25,1750.0,45879.0,2006
2006-09-20,612.0,612.0,612.0,612.0,0.0,5.0,2006
2006-09-21,562.0,574.5,562.0,571.5,2056.0,46374.0,2006
2006-09-21,618.0,618.0,618.0,618.0,0.0,5.0,2006
2006-09-22,615.5,615.5,615.5,615.5,0.0,5.0,2006
2006-09-22,569.75,571.5,561.75,562.25,1375.0,47767.0,2006
2006-09-25,611.0,611.0,611.0,611.0,0.0,5.0,2006
2006-09-25,561.5,562.0,553.0,558.75,5868.0,53845.0,2006
2006-09-26,610.0,610.0,610.0,610.0,0.0,5.0,2006
2006-09-26,558.5,564.5,558.5,561.0,3104.0,54729.0,2006
2006-09-27,608.0,608.0,608.0,608.0,0.0,5.0,2006
2006-09-27,560.5,562.0,556.0,556.5,3192.0,56650.0,2006
2006-09-28,608.0,615.0,608.0,615.0,0.0,5.0,2006
2006-09-28,556.0,568.0,556.0,566.75,2473.0,58802.0,2006
2006-09-29,565.25,568.75,559.25,562.25,5519.0,64823.0,2006
2006-09-29,614.0,614.0,614.0,614.0,0.0,5.0,2006
2006-10-02,611.0,611.0,611.0,611.0,0.0,5.0,2006
2006-10-02,562.0,568.5,559.0,560.25,5547.0,70512.0,2006
2006-10-03,560.0,560.0,554.75,557.25,3251.0,74420.0,2006
2006-10-03,608.0,608.0,608.0,608.0,0.0,5.0,2006
2006-10-04,620.0,620.0,620.0,620.0,0.0,6.0,2006
2006-10-04,557.0,577.0,555.25,569.5,5267.0,78815.0,2006
2006-10-05,569.0,581.0,568.5,580.0,7654.0,81999.0,2006
2006-10-05,625.0,625.0,625.0,625.0,0.0,9.0,2006
2006-10-06,578.5,584.25,576.5,577.75,11053.0,88917.0,2006
2006-10-06,622.0,622.0,622.0,622.0,0.0,9.0,2006
2006-10-09,576.5,590.0,574.25,589.25,9780.0,99092.0,2006
2006-10-09,637.0,637.0,637.0,637.0,0.0,9.0,2006
2006-10-10,587.5,588.25,574.0,575.25,0.0,114016.0,2006
2006-10-10,622.0,622.0,622.0,622.0,0.0,9.0,2006
2006-10-11,573.5,583.25,573.0,577.0,0.0,126668.0,2006
2006-10-11,627.0,627.0,627.0,627.0,1.0,29.0,2006
2006-10-12,575.0,604.0,573.5,594.5,0.0,139883.0,2006
2006-10-12,640.0,650.0,640.0,642.0,0.0,32.0,2006
2006-10-13,592.25,609.0,592.25,605.5,6572.0,141693.0,2006
2006-10-13,650.0,652.0,650.0,652.0,1.0,50.0,2006
2006-10-16,604.0,607.0,599.5,603.5,8404.0,145362.0,2006
2006-10-16,650.25,652.0,650.25,652.0,1.0,54.0,2006
2006-10-17,602.0,617.5,601.75,614.5,10368.0,148251.0,2006
2006-10-17,659.0,659.0,659.0,659.0,1.0,55.0,2006
2006-10-18,661.0,661.0,661.0,661.0,1.0,59.0,2006
2006-10-18,612.0,619.25,608.25,618.0,8279.0,151219.0,2006
2006-10-19,665.0,665.0,664.0,664.0,1.0,64.0,2006
2006-10-19,617.5,627.5,616.0,622.5,12266.0,156370.0,2006
2006-10-20,664.0,664.0,664.0,664.0,1.0,67.0,2006
2006-10-20,621.25,627.0,617.75,620.25,7177.0,158045.0,2006
2006-10-23,618.5,631.5,615.0,630.5,25748.0,167715.0,2006
2006-10-23,660.0,667.0,660.0,667.0,6.0,84.0,2006
2006-10-24,629.25,638.75,627.0,637.0,30663.0,177031.0,2006
2006-10-24,675.0,675.0,671.0,671.0,1.0,93.0,2006
2006-10-25,637.0,655.0,633.75,635.5,39200.0,185028.0,2006
2006-10-25,679.0,679.0,679.0,679.0,0.0,99.0,2006
2006-10-26,680.0,680.0,680.0,680.0,1.0,108.0,2006
2006-10-26,635.0,646.5,626.0,641.75,34683.0,193347.0,2006
2006-10-27,680.0,683.0,680.0,682.0,5.0,110.0,2006
2006-10-27,640.25,653.5,639.75,649.0,26878.0,201421.0,2006
2006-10-30,647.25,657.0,646.25,653.25,32413.0,210644.0,2006
2006-10-30,690.0,690.0,687.0,690.0,7.0,140.0,2006
2006-10-31,653.0,655.0,643.5,644.25,28229.0,213023.0,2006
2006-10-31,690.0,690.0,684.0,684.0,1.0,165.0,2006
2006-11-01,684.0,694.0,684.0,694.0,5.0,181.0,2006
2006-11-01,643.75,659.5,641.5,658.25,39102.0,216899.0,2006
2006-11-02,658.25,682.5,658.0,661.25,44511.0,215380.0,2006
2006-11-02,694.0,700.25,694.0,698.0,17.0,267.0,2006
2006-11-03,696.0,700.0,695.5,696.0,11.0,307.0,2006
2006-11-03,661.0,670.0,655.5,662.75,30679.0,216140.0,2006
2006-11-06,696.5,702.0,696.0,700.0,30.0,338.0,2006
2006-11-06,660.25,667.5,656.0,662.75,20754.0,217369.0,2006
2006-11-07,662.75,671.25,658.25,667.25,23698.0,221132.0,2006
2006-11-07,700.0,705.0,698.0,705.0,25.0,349.0,2006
2006-11-08,667.5,683.25,667.5,678.0,32386.0,223345.0,2006
2006-11-09,677.0,682.0,668.5,669.5,32767.0,217048.0,2006
2006-11-10,669.0,672.5,660.0,662.5,27117.0,216795.0,2006
2006-11-13,661.0,671.5,655.5,657.5,25509.0,217753.0,2006
2006-11-14,657.0,674.25,656.5,671.25,31338.0,221287.0,2006
2006-11-15,671.25,677.75,662.0,663.75,30446.0,218457.0,2006
2006-11-16,663.0,671.0,651.0,656.5,34013.0,218300.0,2006
2006-11-17,657.5,661.0,652.25,660.5,25971.0,215541.0,2006
2006-11-20,663.0,677.0,662.25,667.5,32607.0,212388.0,2006
2006-11-21,667.75,674.5,666.5,673.0,15768.0,208707.0,2006
2006-11-22,674.75,680.5,668.25,674.0,21301.0,208198.0,2006
2006-11-24,672.75,687.25,670.25,684.25,13660.0,210191.0,2006
2006-11-27,684.25,695.75,683.75,688.0,30651.0,209037.0,2006
2006-11-28,688.25,689.75,681.75,686.25,21655.0,208907.0,2006
2006-11-29,686.5,691.0,676.0,682.25,23359.0,209779.0,2006
2006-11-30,684.0,689.0,677.75,685.5,32327.0,207183.0,2006
2006-12-01,686.0,687.5,675.5,677.0,29382.0,203094.0,2006
2006-12-04,673.25,675.0,658.5,659.25,32098.0,195524.0,2006
2006-12-05,657.5,665.5,655.25,664.25,25445.0,190493.0,2006
2006-12-06,663.75,664.75,652.75,654.25,28933.0,189417.0,2006
2006-12-07,654.25,663.0,652.5,662.0,28151.0,171113.0,2006
2006-12-08,663.0,665.5,655.25,656.0,36565.0,150748.0,2006
2006-12-11,656.0,669.0,652.25,666.75,38668.0,137767.0,2006
2006-12-12,667.25,670.0,661.25,663.0,31165.0,127337.0,2006
2006-12-13,662.0,663.75,653.0,661.0,31137.0,116391.0,2006
2006-12-14,660.75,668.5,659.0,662.75,18708.0,108627.0,2006
2006-12-15,661.0,662.5,654.0,657.5,13383.0,100287.0,2006
2006-12-18,657.5,658.75,642.75,648.0,15998.0,94947.0,2006
2006-12-19,647.25,654.25,647.0,653.5,15897.0,79989.0,2006
2006-12-20,653.0,656.0,646.25,648.25,9349.0,73098.0,2006
2006-12-21,648.75,655.5,648.75,650.25,10944.0,50338.0,2006
2006-12-22,650.0,660.0,650.0,659.5,4795.0,45123.0,2006
2006-12-26,663.0,675.75,663.0,671.5,7316.0,37919.0,2006
2006-12-27,670.75,675.0,667.5,669.5,5513.0,27503.0,2006
2006-12-28,668.0,679.5,668.0,675.75,8701.0,19255.0,2006
2006-12-29,675.5,685.0,672.5,683.5,5877.0,1302.0,2006
2007-01-02,681.5,685.0,680.25,683.5,1877.0,13022.0,2007
2007-01-02,743.0,743.0,743.0,743.0,12.0,1030.0,2007
2007-01-03,680.75,682.5,668.25,669.25,4887.0,9947.0,2007
2007-01-03,743.0,743.0,730.5,730.5,9.0,1059.0,2007
2007-01-04,667.0,675.0,659.75,662.75,3387.0,7570.0,2007
2007-01-04,730.0,730.0,724.25,727.0,17.0,1126.0,2007
2007-01-05,728.0,733.0,728.0,733.0,25.0,1107.0,2007
2007-01-05,664.75,668.5,657.75,668.0,2798.0,5812.0,2007
2007-01-08,730.0,730.0,730.0,730.0,17.0,1121.0,2007
2007-01-08,664.5,668.25,662.0,665.0,1311.0,3985.0,2007
2007-01-09,727.0,727.0,720.0,720.0,5.0,1140.0,2007
2007-01-09,663.0,663.0,650.0,653.5,1736.0,2491.0,2007
2007-01-10,651.0,656.0,645.5,653.75,846.0,1558.0,2007
2007-01-10,715.5,720.0,715.5,720.0,3.0,1162.0,2007
2007-01-11,725.0,729.0,725.0,729.0,22.0,1179.0,2007
2007-01-11,658.75,666.5,656.5,664.0,508.0,862.0,2007
2007-01-12,743.0,773.0,743.0,770.0,10.0,1318.0,2007
2007-01-12,661.5,707.25,660.0,706.0,508.0,862.0,2007
2007-01-16,770.0,770.0,763.0,764.0,13.0,1403.0,2007
2007-01-17,764.0,775.0,764.0,773.5,116.0,1639.0,2007
2007-01-18,773.0,782.0,772.0,772.0,22.0,1678.0,2007
2007-01-19,773.0,776.0,772.0,773.0,60.0,1801.0,2007
2007-01-22,773.0,777.5,768.0,775.0,48.0,2032.0,2007
2007-01-23,775.0,782.0,775.0,782.0,16.0,2157.0,2007
2007-01-24,780.0,782.0,769.0,772.0,42.0,2159.0,2007
2007-01-25,772.0,777.0,767.0,771.5,14.0,2219.0,2007
2007-01-26,770.5,771.0,767.0,767.5,18.0,2230.0,2007
2007-01-29,768.0,771.75,765.0,768.0,28.0,2293.0,2007
2007-01-30,773.0,778.0,765.0,778.0,18.0,2303.0,2007
2007-01-31,777.0,785.0,775.0,775.5,26.0,2343.0,2007
2007-02-01,783.0,784.0,777.5,778.5,29.0,2392.0,2007
2007-02-02,778.25,792.5,777.0,792.5,17.0,2508.0,2007
2007-02-05,793.0,802.0,793.0,797.0,23.0,2748.0,2007
2007-02-06,797.0,802.0,795.5,797.0,37.0,2811.0,2007
2007-02-07,797.5,802.0,795.0,795.0,28.0,2865.0,2007
2007-02-08,795.0,801.5,795.0,800.0,19.0,2905.0,2007
2007-02-09,799.0,811.0,793.0,805.0,36.0,3303.0,2007
2007-02-12,800.0,802.5,799.0,802.5,6.0,3312.0,2007
2007-02-13,806.5,812.0,804.0,811.0,12.0,3319.0,2007
2007-02-14,810.0,812.0,806.75,807.0,8.0,3318.0,2007
2007-02-15,807.0,815.0,807.0,814.0,39.0,3406.0,2007
2007-02-16,813.0,821.0,810.0,820.5,64.0,3513.0,2007
2007-02-20,820.0,828.0,819.0,827.0,60.0,3867.0,2007
2007-02-21,825.0,842.0,822.5,837.0,63.0,3987.0,2007
2007-02-22,837.0,846.0,837.0,843.0,35.0,4304.0,2007
2007-02-23,842.0,843.0,834.0,834.5,19.0,4401.0,2007
2007-02-26,835.0,845.5,832.5,837.0,33.0,4290.0,2007
2007-02-27,835.5,837.0,814.0,822.0,33.0,4261.0,2007
2007-02-28,816.0,832.0,816.0,829.5,102.0,4312.0,2007
2007-03-01,812.0,815.0,797.75,805.0,13.0,4317.0,2007
2007-03-02,803.0,807.25,794.5,796.0,41.0,4472.0,2007
2007-03-05,790.0,794.0,783.0,793.0,69.0,4539.0,2007
2007-03-06,797.0,797.0,789.5,792.5,33.0,4548.0,2007
2007-03-07,790.0,805.0,790.0,801.25,33.0,4690.0,2007
2007-03-08,801.0,808.0,801.0,803.5,31.0,4725.0,2007
2007-03-09,803.0,805.0,796.0,804.0,48.0,4750.0,2007
2007-03-12,803.75,814.0,803.0,810.0,80.0,4878.0,2007
2007-03-13,810.0,815.5,801.0,801.5,48.0,5019.0,2007
2007-03-14,801.5,801.5,791.5,798.5,30.0,5110.0,2007
2007-03-15,800.0,803.0,796.0,796.5,70.0,5142.0,2007
2007-03-16,793.5,805.0,792.0,801.75,81.0,5210.0,2007
2007-03-19,801.75,810.5,800.0,809.5,27.0,5229.0,2007
2007-03-20,808.75,816.0,808.75,816.0,25.0,5143.0,2007
2007-03-21,816.0,821.25,816.0,817.0,27.0,5170.0,2007
2007-03-22,822.0,824.0,815.0,823.5,42.0,5155.0,2007
2007-03-23,823.0,826.0,821.0,821.5,341.0,5377.0,2007
2007-03-26,820.0,820.0,804.5,809.5,99.0,5421.0,2007
2007-03-27,809.0,812.0,808.0,809.0,97.0,5463.0,2007
2007-03-28,809.0,822.0,809.0,820.5,386.0,5567.0,2007
2007-03-29,820.0,829.0,818.5,829.0,181.0,5589.0,2007
2007-03-30,827.0,830.0,800.0,813.5,85.0,5630.0,2007
2007-04-02,810.0,835.5,804.25,829.5,187.0,5676.0,2007
2007-04-03,829.0,830.0,815.0,816.5,449.0,5542.0,2007
2007-04-04,815.0,825.0,813.5,814.25,47.0,5580.0,2007
2007-04-05,812.75,818.0,812.0,813.5,0.0,5550.0,2007
2007-04-09,815.0,825.5,802.5,802.5,208.0,5734.0,2007
2007-04-10,794.25,803.5,794.25,797.5,366.0,6520.0,2007
2007-04-11,797.0,804.0,797.0,801.0,83.0,6766.0,2007
2007-04-12,801.0,801.0,789.0,795.0,978.0,7693.0,2007
2007-04-13,795.0,801.0,790.0,794.5,463.0,7539.0,2007
2007-04-16,793.0,798.0,787.25,793.0,58.0,7595.0,2007
2007-04-16,817.25,817.25,817.25,817.25,0.0,0.0,2007
2007-04-17,793.0,794.0,780.0,780.5,195.0,7550.0,2007
2007-04-17,803.5,803.5,803.5,803.5,0.0,0.0,2007
2007-04-18,778.75,778.75,768.75,769.0,522.0,7977.0,2007
2007-04-18,791.5,791.5,791.5,791.5,0.0,0.0,2007
2007-04-19,769.0,776.0,769.0,771.5,546.0,8177.0,2007
2007-04-19,793.5,793.5,793.5,793.5,0.0,0.0,2007
2007-04-20,768.0,777.0,768.0,776.75,64.0,8242.0,2007
2007-04-20,801.5,801.5,801.5,801.5,0.0,0.0,2007
2007-04-23,800.0,800.0,800.0,800.0,0.0,0.0,2007
2007-04-23,778.75,778.75,770.5,775.0,76.0,8421.0,2007
2007-04-24,765.75,769.0,762.0,763.5,315.0,8546.0,2007
2007-04-24,790.25,790.25,790.25,790.25,0.0,0.0,2007
2007-04-25,799.5,799.5,799.5,799.5,0.0,0.0,2007
2007-04-25,762.0,785.0,761.25,774.25,280.0,8729.0,2007
2007-04-26,796.0,796.0,796.0,796.0,0.0,0.0,2007
2007-04-26,774.0,775.25,770.0,772.0,162.0,9072.0,2007
2007-04-27,801.0,801.0,801.0,801.0,0.0,0.0,2007
2007-04-27,776.25,777.5,771.0,776.5,91.0,9125.0,2007
2007-04-30,773.5,786.5,772.0,779.5,98.0,9346.0,2007
2007-04-30,799.5,804.5,799.5,804.5,1.0,1.0,2007
2007-05-01,819.0,819.0,819.0,819.0,0.0,1.0,2007
2007-05-01,783.0,795.0,779.0,793.75,147.0,9407.0,2007
2007-05-02,815.0,815.0,815.0,815.0,1.0,1.0,2007
2007-05-02,793.0,797.0,786.5,786.5,241.0,9638.0,2007
2007-05-03,786.5,795.25,785.0,785.5,44.0,9629.0,2007
2007-05-03,823.0,823.0,823.0,823.0,0.0,2.0,2007
2007-05-04,823.0,823.0,823.0,823.0,0.0,2.0,2007
2007-05-04,790.0,791.25,784.0,784.5,18.0,9637.0,2007
2007-05-07,820.0,820.0,820.0,820.0,0.0,2.0,2007
2007-05-07,788.0,790.0,777.0,782.0,26.0,9634.0,2007
2007-05-08,820.0,820.0,820.0,820.0,0.0,2.0,2007
2007-05-08,778.0,784.0,776.0,779.0,143.0,9753.0,2007
2007-05-09,830.0,830.0,830.0,830.0,0.0,2.0,2007
2007-05-09,783.0,787.5,782.5,787.0,86.0,9932.0,2007
2007-05-10,787.0,787.5,784.5,785.5,8.0,9957.0,2007
2007-05-10,820.0,820.0,820.0,820.0,0.0,2.0,2007
2007-05-11,822.0,825.0,822.0,824.0,3.0,9.0,2007
2007-05-11,795.0,804.5,795.0,799.0,301.0,10399.0,2007
2007-05-14,830.0,830.0,830.0,830.0,2.0,11.0,2007
2007-05-14,804.0,812.25,803.5,808.0,915.0,11049.0,2007
2007-05-15,835.0,835.0,835.0,835.0,2.0,9.0,2007
2007-05-15,806.25,817.0,804.75,815.5,117.0,10818.0,2007
2007-05-16,818.0,836.0,817.5,829.5,414.0,11092.0,2007
2007-05-16,840.0,848.0,840.0,848.0,1.0,11.0,2007
2007-05-17,829.0,833.5,825.0,829.5,367.0,11157.0,2007
2007-05-17,847.5,847.5,847.5,847.5,1.0,14.0,2007
2007-05-18,830.0,832.0,827.5,830.5,354.0,11172.0,2007
2007-05-18,850.0,850.0,850.0,850.0,1.0,17.0,2007
2007-05-21,827.5,840.0,827.0,839.0,419.0,11373.0,2007
2007-05-21,857.0,857.0,857.0,857.0,1.0,20.0,2007
2007-05-22,847.75,855.0,847.75,855.0,1.0,24.0,2007
2007-05-22,834.5,839.0,830.0,831.5,293.0,11660.0,2007
2007-05-23,829.5,841.0,829.5,839.5,206.0,11764.0,2007
2007-05-23,851.0,851.0,851.0,851.0,1.0,25.0,2007
2007-05-24,837.75,847.0,837.75,843.5,314.0,11932.0,2007
2007-05-24,858.0,858.0,858.0,858.0,1.0,25.0,2007
2007-05-25,864.0,864.0,864.0,864.0,1.0,26.0,2007
2007-05-25,843.0,850.5,842.5,849.75,319.0,12106.0,2007
2007-05-29,853.0,853.0,853.0,853.0,1.0,26.0,2007
2007-05-29,847.0,850.0,835.0,835.5,471.0,12555.0,2007
2007-05-30,836.25,847.5,831.75,845.75,482.0,13538.0,2007
2007-05-30,858.0,858.0,858.0,858.0,1.0,27.0,2007
2007-05-31,845.0,853.5,838.0,844.0,156.0,13830.0,2007
2007-05-31,858.0,858.0,858.0,858.0,1.0,30.0,2007
2007-06-01,850.0,856.75,843.25,856.0,291.0,13999.0,2007
2007-06-01,859.0,869.0,859.0,869.0,1.0,29.0,2007
2007-06-04,869.0,869.0,869.0,869.0,1.0,36.0,2007
2007-06-04,855.0,861.75,852.0,853.5,610.0,14206.0,2007
2007-06-05,882.0,882.0,882.0,882.0,1.0,36.0,2007
2007-06-05,857.0,868.5,857.0,866.0,450.0,14772.0,2007
2007-06-06,875.0,877.25,872.0,876.0,33.0,50.0,2007
2007-06-06,866.0,873.0,856.0,862.0,199.0,14887.0,2007
2007-06-07,880.25,889.0,880.25,889.0,2.0,51.0,2007
2007-06-07,860.0,873.0,860.0,872.75,281.0,15041.0,2007
2007-06-08,878.25,879.0,876.0,876.0,2.0,52.0,2007
2007-06-08,871.0,876.0,850.25,864.25,491.0,16152.0,2007
2007-06-11,876.0,886.0,865.0,873.25,980.0,16370.0,2007
2007-06-11,900.0,900.0,887.0,887.0,9.0,62.0,2007
2007-06-12,868.75,874.5,866.75,870.75,841.0,16162.0,2007
2007-06-12,886.0,886.0,886.0,886.0,9.0,65.0,2007
2007-06-13,882.0,882.0,882.0,882.0,9.0,67.0,2007
2007-06-13,867.5,872.0,860.0,870.0,735.0,16582.0,2007
2007-06-14,890.0,890.0,883.0,883.0,1.0,68.0,2007
2007-06-14,868.5,880.0,867.75,870.75,1402.0,16966.0,2007
2007-06-15,870.0,890.0,870.0,888.25,1416.0,17025.0,2007
2007-06-15,893.0,893.0,890.0,891.0,4.0,76.0,2007
2007-06-18,892.25,905.75,888.0,897.75,655.0,17623.0,2007
2007-06-18,900.0,900.0,895.0,895.0,13.0,84.0,2007
2007-06-19,897.25,898.0,870.0,874.75,541.0,18889.0,2007
2007-06-19,880.0,880.0,880.0,880.0,13.0,85.0,2007
2007-06-20,875.0,895.0,875.0,886.0,1732.0,19370.0,2007
2007-06-20,893.0,893.0,892.0,892.0,1.0,89.0,2007
2007-06-21,875.0,875.0,875.0,875.0,1.0,96.0,2007
2007-06-21,886.0,890.5,860.0,861.5,795.0,19555.0,2007
2007-06-22,876.0,876.0,862.0,862.0,1.0,97.0,2007
2007-06-22,861.5,866.0,837.0,842.5,1993.0,20514.0,2007
2007-06-25,867.0,867.0,867.0,867.0,1.0,99.0,2007
2007-06-25,840.75,851.75,840.75,849.75,857.0,21850.0,2007
2007-06-26,852.25,858.0,845.0,853.0,1592.0,22669.0,2007
2007-06-26,873.0,873.0,873.0,873.0,1.0,99.0,2007
2007-06-27,852.0,857.0,841.0,848.25,1662.0,22479.0,2007
2007-06-27,873.0,873.0,873.0,873.0,1.0,99.0,2007
2007-06-28,870.0,876.0,870.0,876.0,2.0,101.0,2007
2007-06-28,848.5,855.0,847.5,854.25,317.0,22470.0,2007
2007-06-29,853.0,904.25,852.0,892.0,2043.0,22310.0,2007
2007-06-29,900.0,905.0,893.0,893.0,9.0,112.0,2007
2007-07-02,895.0,909.0,895.0,909.0,1.0,119.0,2007
2007-07-02,892.75,913.0,892.75,909.0,1106.0,22382.0,2007
2007-07-03,905.5,909.0,892.0,893.75,436.0,22308.0,2007
2007-07-03,905.0,905.0,897.0,897.0,3.0,128.0,2007
2007-07-05,897.0,900.0,897.0,900.0,1.0,128.0,2007
2007-07-05,895.25,905.25,894.5,899.0,920.0,23114.0,2007
2007-07-06,899.0,905.0,899.0,905.0,9.0,139.0,2007
2007-07-06,900.0,912.0,900.0,908.0,981.0,23435.0,2007
