local,data,hora,lat,long,umidade,t_ex,t1,t2,t3,t4,t5,t6,t7,t8,data_hora,temp
1,01/08/2023,00:09:30,-18.918173,-48.230431,47.418488,25.892607,24.409178,24.427492,24.427492,24.427549,24.427597,24.427624,24.423851,24.415396,2023-01-08 00:09:30,24.423272374999996
1,01/08/2023,00:19:30,-18.918213,-48.230457,47.540405,25.869171,24.345068,24.364992,24.364992,24.365047,24.365095,24.365124,24.35923,24.351067,2023-01-08 00:19:30,24.360076875
1,01/08/2023,00:29:30,-18.91828,-48.230495,47.464645,25.812103,24.2691,24.302492,24.297718,24.280001,24.270069,24.26536,24.271393,24.273392,2023-01-08 00:29:30,24.278690624999996
1,01/08/2023,00:39:30,-18.918213,-48.230446,47.419193,25.660603,24.214598,24.221876,24.217857,24.204088,24.19779,24.205063,24.211004,24.215107,2023-01-08 00:39:30,24.210922874999998
1,01/08/2023,00:49:30,-18.918257,-48.230518,47.535355,25.644939,24.157568,24.172058,24.175756,24.176691,24.176956,24.177114,24.167929,24.163687,2023-01-08 00:49:30,24.170969875
1,01/08/2023,00:59:30,-18.918217,-48.230457,47.424244,25.609079,24.105696,24.110462,24.112822,24.112764,24.113394,24.113768,24.114016,24.111784,2023-01-08 00:59:30,24.111838249999998
1,01/08/2023,01:09:30,-18.918148,-48.230434,47.166668,25.467169,24.052874,24.076948,24.078533,24.071951,24.066198,24.063461,24.061649,24.058916,2023-01-08 01:09:30,24.06631625
1,01/08/2023,01:19:30,-18.918221,-48.23045,47.176769,25.413635,23.984692,23.961006,23.976103,23.980913,23.987118,23.989443,23.989576,23.989672,2023-01-08 01:19:30,23.982315375
1,01/08/2023,01:29:30,-18.918207,-48.230446,47.060608,25.347979,23.907673,23.865898,23.865425,23.885593,23.89698,23.904247,23.908215,23.910673,2023-01-08 01:29:30,23.893088000000002
1,01/08/2023,01:39:30,-18.918182,-48.230457,47.257576,25.316149,23.894203,23.926586,23.927057,23.927259,23.922705,23.911869,23.903992,23.89839,2023-01-08 01:39:30,23.914007625
1,01/08/2023,01:49:30,-18.9182,-48.230469,47.198654,25.221865,23.829494,23.864086,23.835478,23.844212,23.838732,23.839207,23.838253,23.833361,2023-01-08 01:49:30,23.840352874999997
1,01/08/2023,01:59:30,-18.918207,-48.230457,47.658249,25.133989,23.771097,23.797962,23.800322,23.800545,23.798977,23.787207,23.780117,23.775558,2023-01-08 01:59:30,23.788973125
1,01/08/2023,02:09:30,-18.91819,-48.23048,47.929295,25.103027,23.732166,23.739992,23.739992,23.740042,23.738815,23.738766,23.738731,23.737022,2023-01-08 02:09:30,23.73819075
1,01/08/2023,02:19:30,-18.918167,-48.230473,47.772728,24.945959,23.673876,23.677492,23.677492,23.677542,23.677591,23.67762,23.676373,23.676208,2023-01-08 02:19:30,23.67677425
1,01/08/2023,02:29:30,-18.918207,-48.230438,47.848484,24.985348,23.598013,23.614992,23.614992,23.615042,23.615091,23.61512,23.610353,23.602388,2023-01-08 02:29:30,23.610748875
1,01/08/2023,02:39:30,-18.918173,-48.230495,48.0,24.869034,23.55077,23.556116,23.554228,23.553684,23.553442,23.553299,23.553204,23.553015,2023-01-08 02:39:30,23.553469749999998
1,01/08/2023,02:49:30,-18.918179,-48.23048,48.010101,24.774738,23.489531,23.489992,23.489992,23.49004,23.490089,23.490118,23.490137,23.490152,2023-01-08 02:49:30,23.490006375
1,01/08/2023,02:59:30,-18.918188,-48.230465,48.055557,24.771557,23.427452,23.427492,23.433134,23.431822,23.430779,23.430159,23.429749,23.429459,2023-01-08 02:59:30,23.43000575
1,01/08/2023,03:09:30,-18.918207,-48.230453,48.126263,24.692413,23.392834,23.42568,23.426624,23.42697,23.421425,23.409664,23.402159,23.396824,2023-01-08 03:09:30,23.412772500000003
1,01/08/2023,03:19:30,-18.918167,-48.230453,48.78788,24.623249,23.339699,23.364086,23.35935,23.359333,23.360626,23.357834,23.351202,23.345041,2023-01-08 03:19:30,23.354646374999998
1,01/08/2023,03:29:30,-18.918163,-48.230461,48.964645,24.556545,23.279409,23.30068,23.301624,23.30197,23.294937,23.290592,23.290531,23.283625,2023-01-08 03:29:30,23.292921000000003
1,01/08/2023,03:39:30,-18.918232,-48.230473,49.0,24.459585,23.231535,23.239994,23.239992,23.240038,23.240088,23.23707,23.237463,23.237864,2023-01-08 03:39:30,23.2380055
1,01/08/2023,03:49:30,-18.918182,-48.230465,49.0,24.370188,23.176821,23.177494,23.177057,23.177254,23.177376,23.177448,23.177496,23.17705,2023-01-08 03:49:30,23.1772495
1,01/08/2023,03:59:30,-18.918249,-48.230484,49.429295,24.358578,23.125263,23.160284,23.156658,23.143578,23.136347,23.132055,23.129213,23.127193,2023-01-08 03:59:30,23.138823875
1,01/08/2023,04:09:30,-18.918253,-48.230469,49.78788,24.231787,23.060553,23.113182,23.083307,23.073656,23.068533,23.065321,23.063194,23.061684,2023-01-08 04:09:30,23.07367875
1,01/08/2023,04:19:30,-18.918188,-48.230473,50.0,24.161606,23.024042,23.046154,23.043812,23.046831,23.046423,23.042793,23.035463,23.028929,2023-01-08 04:19:30,23.039305875
1,01/08/2023,04:29:30,-18.918224,-48.230469,50.010101,24.13217,22.957647,22.972784,22.977839,22.974054,22.977119,22.973009,22.96719,22.961971,2023-01-08 04:29:30,22.970201624999998
1,01/08/2023,04:39:30,-18.918188,-48.230438,50.0,24.13134,22.904196,22.927494,22.927492,22.927536,22.927588,22.926769,22.916937,22.909706,2023-01-08 04:39:30,22.92096475
1,01/08/2023,04:49:30,-18.918213,-48.230534,50.025253,24.064293,22.859268,22.864088,22.864557,22.86475,22.864662,22.864777,22.86429,22.864428,2023-01-08 04:49:30,22.8638525
1,01/08/2023,04:59:30,-18.918192,-48.230457,50.196968,24.000982,22.80266,22.802494,22.802492,22.802536,22.802588,22.802616,22.802635,22.80265,2023-01-08 04:59:30,22.802583875
1,01/08/2023,05:09:30,-18.918177,-48.230503,50.959595,23.884333,22.75226,22.801588,22.78817,22.771713,22.764534,22.759594,22.756323,22.753998,2023-01-08 05:09:30,22.7685225
1,01/08/2023,05:19:30,-18.918152,-48.230515,50.989899,23.876221,22.683764,22.71282,22.702232,22.6938,22.689064,22.687099,22.685659,22.684635,2023-01-08 05:19:30,22.692384125000004
1,01/08/2023,05:29:30,-18.918173,-48.230484,51.0,23.787882,22.659037,22.676588,22.677057,22.677248,22.677372,22.67626,22.67285,22.665367,2023-01-08 05:29:30,22.672722375000003
1,01/08/2023,05:39:30,-18.918188,-48.230537,51.0,23.700504,22.597799,22.614994,22.614992,22.611895,22.612534,22.601734,22.601763,22.600458,2023-01-08 05:39:30,22.607021125000003
1,01/08/2023,05:49:30,-18.918161,-48.230495,51.035355,23.630278,22.543085,22.552494,22.552492,22.552534,22.552586,22.552616,22.552494,22.550722,2023-01-08 05:49:30,22.551127875000002
1,01/08/2023,05:59:30,-18.918175,-48.230495,51.398991,23.595968,22.480164,22.489994,22.481312,22.465488,22.470951,22.474869,22.476761,22.478708,2023-01-08 05:59:30,22.477280875
1,01/08/2023,06:09:30,-18.918182,-48.230503,51.959595,23.648977,22.444178,22.485464,22.473499,22.470625,22.460108,22.454205,22.449734,22.446554,2023-01-08 06:09:30,22.460545875
1,01/08/2023,06:19:30,-18.918253,-48.230671,52.0,23.527782,22.384834,22.38311,22.396242,22.394997,22.399523,22.396786,22.391457,22.387667,2023-01-08 06:19:30,22.391827
1,01/08/2023,06:29:30,-18.918201,-48.230499,52.010101,23.388887,22.343695,22.364994,22.364992,22.365032,22.365084,22.362402,22.353027,22.34853,2023-01-08 06:29:30,22.358469499999998
1,01/08/2023,06:39:30,-18.918186,-48.230476,52.303032,23.317158,22.289612,22.302494,22.302492,22.302532,22.302584,22.302612,22.301929,22.296144,2023-01-08 06:39:30,22.300049875
1,01/08/2023,06:49:30,-18.918163,-48.230503,53.414143,23.323236,22.230795,22.25811,22.249107,22.246023,22.244545,22.24367,22.24309,22.238462,2023-01-08 06:49:30,22.24422525
1,01/08/2023,06:59:30,-18.918222,-48.230507,54.0,23.26008,22.182604,22.218254,22.197891,22.190943,22.187572,22.185574,22.18425,22.183308,2023-01-08 06:59:30,22.1912995
1,01/08/2023,07:09:30,-18.918224,-48.230507,54.464645,23.172194,22.139675,22.125864,22.144939,22.154413,22.159725,22.154408,22.147791,22.143085,2023-01-08 07:09:30,22.146237500000005
1,01/08/2023,07:19:30,-18.918175,-48.230503,54.989899,23.058088,22.102322,22.114994,22.112389,22.113317,22.113806,22.114096,22.114147,22.109488,2023-01-08 07:19:30,22.111819875
1,01/08/2023,07:29:30,-18.918159,-48.230511,55.0,23.07575,22.054869,22.052494,22.05987,22.058523,22.057259,22.056339,22.05559,22.055176,2023-01-08 07:29:30,22.056264999999996
1,01/08/2023,07:39:30,-18.918154,-48.230495,54.994949,23.033321,22.020041,22.050682,22.051624,22.051958,22.048117,22.037876,22.030111,22.024347,2023-01-08 07:39:30,22.039344500000002
1,01/08/2023,07:49:30,-18.918133,-48.230434,55.045456,23.019192,21.976164,21.989994,21.989557,21.989742,21.989868,21.989943,21.982248,21.978706,2023-01-08 07:49:30,21.98577775
1,01/08/2023,07:59:30,-18.918207,-48.230461,55.101009,22.973753,21.919556,21.927494,21.927492,21.927526,21.92758,21.92761,21.925238,21.918613,2023-01-08 07:59:30,21.925138625
1,01/08/2023,08:09:30,-18.918104,-48.230457,55.116161,22.947468,21.877573,21.924776,21.916206,21.898703,21.890165,21.885098,21.881741,21.879356,2023-01-08 08:09:30,21.89420225
1,01/08/2023,08:19:30,-18.918196,-48.230465,55.565655,22.911083,21.840746,21.864994,21.864992,21.865026,21.857428,21.853086,21.851336,21.844673,2023-01-08 08:19:30,21.855285124999998
1,01/08/2023,08:29:30,-18.91819,-48.230503,55.797981,22.921698,21.795607,21.805212,21.803795,21.803383,21.803217,21.80312,21.797985,21.798069,2023-01-08 08:29:30,21.8012985
1,01/08/2023,08:39:30,-18.918177,-48.230476,55.994949,22.898964,21.759832,21.7409,21.742163,21.754866,21.764738,21.768396,21.766455,21.762665,2023-01-08 08:39:30,21.757501875
1,01/08/2023,08:49:30,-18.9182,-48.230476,55.974747,22.862617,21.739841,21.739088,21.739557,21.739738,21.739866,21.739941,21.73999,21.739904,2023-01-08 08:49:30,21.739740625000003
1,01/08/2023,08:59:30,-18.91818,-48.230473,55.954544,22.878296,21.687233,21.69108,21.69442,21.69636,21.695435,21.692347,21.6903,21.688604,2023-01-08 08:59:30,21.691972375000002
1,01/08/2023,09:09:30,-18.918179,-48.230495,55.989899,23.023733,21.677132,21.677494,21.677492,21.677525,21.677578,21.67761,21.677631,21.677525,2023-01-08 09:09:30,21.677498375
1,01/08/2023,09:19:30,-18.918287,-48.230476,56.616161,23.203527,21.641357,21.665718,21.664906,21.661543,21.656958,21.651695,21.648211,21.64477,2023-01-08 09:19:30,21.654394749999998
1,01/08/2023,09:29:30,-18.918184,-48.230469,56.186871,23.517168,21.615473,21.6159,21.615425,21.615311,21.615292,21.61528,21.615273,21.615507,2023-01-08 09:29:30,21.615432625
1,01/08/2023,09:39:30,-18.918201,-48.23048,55.358585,23.800478,21.616526,21.614994,21.615425,21.615595,21.615717,21.615618,21.615694,21.61623,2023-01-08 09:39:30,21.615724875
1,01/08/2023,09:49:30,-18.918175,-48.230476,55.085857,24.01111,21.643145,21.620428,21.619331,21.62159,21.624006,21.627983,21.632727,21.638268,2023-01-08 09:49:30,21.62843475
1,01/08/2023,09:59:30,-18.918186,-48.230461,53.828281,24.418188,21.690178,21.676588,21.677057,21.677238,21.677366,21.677441,21.678476,21.683306,2023-01-08 09:59:30,21.679706250000002
1,01/08/2023,10:09:30,-18.918217,-48.230473,53.045456,24.637888,21.761517,21.737276,21.738689,21.739168,21.739653,21.741634,21.747873,21.75556,2023-01-08 10:09:30,21.745171250000002
1,01/08/2023,10:19:30,-18.918158,-48.230484,52.595959,24.982847,21.832539,21.801588,21.802057,21.802242,21.804068,21.812775,21.821493,21.827814,2023-01-08 10:19:30,21.813072
1,01/08/2023,10:29:30,-18.918184,-48.230457,51.949493,25.214668,21.905771,21.864994,21.864992,21.870735,21.88315,21.892212,21.898211,21.902477,2023-01-08 10:29:30,21.885317750000002
1,01/08/2023,10:39:30,-18.91818,-48.23045,51.217171,25.387888,21.983423,21.932022,21.950062,21.9632,21.970097,21.97419,21.976898,21.979187,2023-01-08 10:39:30,21.966134874999998
1,01/08/2023,10:49:30,-18.918156,-48.230484,50.196968,25.654043,22.069178,22.041624,22.047283,22.049105,22.05003,22.050581,22.054323,22.062523,2023-01-08 10:49:30,22.053080875
1,01/08/2023,10:59:30,-18.918173,-48.230476,49.237373,25.963104,22.150091,22.114088,22.114557,22.115314,22.122522,22.133236,22.140753,22.146097,2023-01-08 10:59:30,22.12958225
1,01/08/2023,11:09:30,-18.918203,-48.230488,48.570705,26.159565,22.251839,22.196516,22.217422,22.225189,22.229027,22.231304,22.235487,22.244484,2023-01-08 11:09:30,22.2289085
1,01/08/2023,11:19:30,-18.918217,-48.230495,47.878788,26.360075,22.340433,22.302494,22.302492,22.305099,22.314487,22.3248,22.331631,22.336487,2023-01-08 11:19:30,22.319740375
1,01/08/2023,11:29:30,-18.918198,-48.230492,46.555557,26.665609,22.446388,22.401226,22.414471,22.41897,22.421206,22.423208,22.431715,22.440052,2023-01-08 11:29:30,22.4246545
1,01/08/2023,11:39:30,-18.918201,-48.230495,46.156567,26.677776,22.542032,22.489994,22.491295,22.506298,22.518145,22.525173,22.529829,22.533741,2023-01-08 11:39:30,22.517063375000003
1,01/08/2023,11:49:30,-18.918198,-48.230488,45.858585,27.011089,22.647253,22.610464,22.612822,22.613607,22.616785,22.627989,22.636391,22.642366,2023-01-08 11:49:30,22.625959625000004
1,01/08/2023,11:59:30,-18.918201,-48.230476,45.368687,27.267155,22.763203,22.721878,22.730444,22.733755,22.735409,22.740116,22.749847,22.75749,2023-01-08 11:59:30,22.741517749999996
1,01/08/2023,12:09:30,-18.918236,-48.230511,46.020203,27.045921,22.847168,22.802494,22.805531,22.816805,22.828096,22.835644,22.840643,22.844196,2023-01-08 12:09:30,22.827572125
1,01/08/2023,12:19:30,-18.918217,-48.230469,46.166668,27.028276,22.931974,22.893074,22.910564,22.916407,22.919296,22.921009,22.922146,22.925121,2023-01-08 12:19:30,22.917448874999998
1,01/08/2023,12:29:30,-18.918236,-48.23048,46.222221,27.019699,23.008678,22.985464,22.987822,22.988609,22.989023,22.989607,22.99464,23.002312,2023-01-08 12:29:30,22.993269375
1,01/08/2023,12:39:30,-18.91824,-48.230476,46.010101,27.189911,23.08349,23.051588,23.052057,23.052538,23.055351,23.064135,23.072767,23.078903,2023-01-08 12:39:30,23.063853625
1,01/08/2023,12:49:30,-18.918221,-48.230499,46.398991,27.243944,23.154934,23.1159,23.115425,23.120174,23.131456,23.140863,23.147091,23.15152,2023-01-08 12:49:30,23.134670375
1,01/08/2023,12:59:30,-18.9182,-48.230476,46.878788,27.284325,23.236584,23.186552,23.203968,23.21578,23.222019,23.225721,23.228172,23.230879,2023-01-08 12:59:30,23.218709375000003
1,01/08/2023,13:09:30,-18.918333,-48.23045,44.186871,27.639879,23.327599,23.29253,23.297718,23.2994,23.300251,23.304819,23.314884,23.322161,2023-01-08 13:09:30,23.30742025
1,01/08/2023,13:19:30,-18.918213,-48.230476,41.767677,28.176252,23.451441,23.384014,23.40579,23.413271,23.41696,23.426432,23.43721,23.444872,2023-01-08 13:19:30,23.42249875
1,01/08/2023,13:29:30,-18.918213,-48.230495,40.89394,28.55352,23.585491,23.538,23.545547,23.547976,23.552805,23.564476,23.573051,23.579147,2023-01-08 13:29:30,23.560811625
1,01/08/2023,13:39:30,-18.918184,-48.23048,40.813129,28.970734,23.723749,23.670246,23.674019,23.675259,23.68482,23.696083,23.703682,23.712456,2023-01-08 13:39:30,23.69253925
1,01/08/2023,13:49:30,-18.91818,-48.230476,40.459595,29.147978,23.867373,23.801586,23.80336,23.81881,23.830652,23.837681,23.847263,23.85865,2023-01-08 13:49:30,23.833171875
1,01/08/2023,13:59:30,-18.918188,-48.230473,40.494949,29.39846,24.009314,23.93202,23.957439,23.968641,23.97415,23.982668,23.994503,24.002918,2023-01-08 13:59:30,23.977706625
1,01/08/2023,14:09:30,-18.918188,-48.230473,39.540405,29.493931,24.153255,24.090536,24.103273,24.107342,24.114882,24.127317,24.135834,24.14225,2023-01-08 14:09:30,24.121836124999998
1,01/08/2023,14:19:30,-18.918219,-48.230495,39.474747,29.523773,24.293301,24.239086,24.239557,24.244043,24.258802,24.267731,24.273785,24.283026,2023-01-08 14:19:30,24.262416375000004
1,01/08/2023,14:29:30,-18.918224,-48.230469,38.934345,29.781305,24.422194,24.364992,24.364992,24.375607,24.388691,24.396627,24.402163,24.412361,2023-01-08 14:29:30,24.390953375000002
1,01/08/2023,14:39:30,-18.918213,-48.230492,38.686871,29.768154,24.557611,24.489992,24.494766,24.513451,24.523472,24.529589,24.538284,24.549284,2023-01-08 14:39:30,24.524556125
1,01/08/2023,14:49:30,-18.918207,-48.230473,38.853535,29.758076,24.689976,24.61771,24.639297,24.652435,24.65889,24.663395,24.672997,24.682713,2023-01-08 14:49:30,24.659676625000003
1,01/08/2023,14:59:30,-18.918203,-48.230495,39.722221,29.64395,24.801405,24.739992,24.746502,24.763168,24.773262,24.779251,24.784344,24.792542,2023-01-08 14:59:30,24.772558250000003
1,01/08/2023,15:09:30,-18.918196,-48.230499,40.308083,29.686899,24.893997,24.864086,24.864557,24.864767,24.866587,24.873594,24.882599,24.889122,2023-01-08 15:09:30,24.874913624999998
1,01/08/2023,15:19:30,-18.918236,-48.23048,40.621212,29.726763,24.992586,24.931116,24.946589,24.961514,24.96884,24.973188,24.976349,24.984137,2023-01-08 15:19:30,24.966789875
1,01/08/2023,15:29:30,-18.918297,-48.230457,41.28788,29.766155,25.086653,25.051586,25.052057,25.052553,25.058126,25.069225,25.076996,25.082521,2023-01-08 15:29:30,25.066214625
1,01/08/2023,15:39:30,-18.91824,-48.230488,41.823231,29.809429,25.17935,25.128578,25.1406,25.153296,25.159531,25.163229,25.165819,25.170794,2023-01-08 15:39:30,25.157649625
1,01/08/2023,15:49:30,-18.918215,-48.23048,42.020203,29.841934,25.266577,25.237274,25.238689,25.239197,25.239462,25.245546,25.254362,25.261353,2023-01-08 15:49:30,25.2478075
1,01/08/2023,15:59:30,-18.918217,-48.230511,42.474747,29.826727,25.340548,25.302492,25.302492,25.303698,25.315569,25.325495,25.332207,25.336981,2023-01-08 15:59:30,25.31993525
1,01/08/2023,16:09:30,-18.918255,-48.230549,42.888889,29.785864,25.415884,25.364992,25.379314,25.395021,25.403366,25.408319,25.411598,25.413931,2023-01-08 16:09:30,25.399053125
1,01/08/2023,16:19:30,-18.918234,-48.230476,43.131313,29.724247,25.483644,25.440174,25.460045,25.470364,25.475433,25.478441,25.480434,25.48185,2023-01-08 16:19:30,25.471298125
1,01/08/2023,16:29:30,-18.91818,-48.230423,43.60606,29.647467,25.543936,25.49905,25.516468,25.52887,25.534958,25.53857,25.540962,25.542664,2023-01-08 16:29:30,25.530684750000002
1,01/08/2023,16:39:30,-18.918194,-48.230461,43.838383,29.582804,25.606014,25.562456,25.581139,25.590513,25.596607,25.600393,25.6029,25.604683,2023-01-08 16:39:30,25.593088124999998
1,01/08/2023,16:49:30,-18.918203,-48.230476,44.101009,29.575241,25.647787,25.614992,25.614992,25.615343,25.620419,25.630541,25.638514,25.64406,2023-01-08 16:49:30,25.628331
1,01/08/2023,16:59:30,-18.918156,-48.23048,44.823231,29.504532,25.690716,25.663,25.670547,25.672993,25.674202,25.675426,25.678068,25.683922,2023-01-08 16:59:30,25.676109249999996
1,01/08/2023,17:09:30,-18.918148,-48.23048,44.883839,29.449005,25.739748,25.736368,25.738256,25.738916,25.739252,25.73945,25.739584,25.739677,2023-01-08 17:09:30,25.738906375000003
1,01/08/2023,17:19:30,-18.9182,-48.230499,44.722221,29.402529,25.781099,25.739992,25.744766,25.752901,25.760511,25.767906,25.77379,25.777971,2023-01-08 17:19:30,25.762367
1,01/08/2023,17:29:30,-18.918196,-48.23048,44.161617,29.337395,25.802563,25.801586,25.802057,25.802273,25.802391,25.80246,25.802505,25.802538,2023-01-08 17:29:30,25.802296625
1,01/08/2023,17:39:30,-18.918207,-48.230465,44.696968,29.378265,25.819925,25.802492,25.802492,25.802559,25.804729,25.806864,25.811092,25.815907,2023-01-08 17:39:30,25.8082575
1,01/08/2023,17:49:30,-18.91819,-48.230465,43.959595,29.279791,25.862644,25.854122,25.858047,25.859921,25.861065,25.861233,25.861769,25.862268,2023-01-08 17:49:30,25.860133625000003
1,01/08/2023,17:59:30,-18.91818,-48.230457,43.994949,29.202484,25.865063,25.864086,25.864557,25.864773,25.864891,25.86496,25.865005,25.865038,2023-01-08 17:59:30,25.864796625
1,01/08/2023,18:09:30,-18.918198,-48.230465,44.708755,29.151989,25.86517,25.864992,25.864992,25.865059,25.865103,25.865128,25.865147,25.86516,2023-01-08 18:09:30,25.865093875000003
1,01/08/2023,18:19:30,-18.9182,-48.230453,44.949493,29.064634,25.860538,25.864992,25.864992,25.865059,25.865103,25.865128,25.865147,25.86516,2023-01-08 18:19:30,25.864514875
1,01/08/2023,18:29:30,-18.918205,-48.230453,45.686871,28.96666,25.829393,25.858652,25.858915,25.845652,25.838104,25.834133,25.82897,25.829273,2023-01-08 18:29:30,25.8403865
1,01/08/2023,18:39:30,-18.918196,-48.23045,46.454544,28.904034,25.821398,25.825136,25.838516,25.828814,25.826838,25.826002,25.822073,25.823011,2023-01-08 18:39:30,25.8264735
1,01/08/2023,18:49:30,-18.918125,-48.230545,46.272728,28.737883,25.803406,25.802492,25.802492,25.802559,25.802603,25.802797,25.803068,25.803141,2023-01-08 18:49:30,25.80281975
1,01/08/2023,18:59:30,-18.918163,-48.230492,46.237373,28.715649,25.795513,25.802492,25.802925,25.795994,25.788361,25.791111,25.793074,25.79447,2023-01-08 18:59:30,25.795492499999998
1,01/08/2023,19:09:30,-18.918159,-48.230488,46.222221,28.654556,25.748587,25.792528,25.793812,25.775446,25.762213,25.756897,25.754082,25.750034,2023-01-08 19:09:30,25.766699875000004
1,01/08/2023,19:19:30,-18.918198,-48.230473,46.055557,28.573229,25.730068,25.722782,25.731745,25.734636,25.736065,25.7342,25.731981,25.731489,2023-01-08 19:19:30,25.73162075
1,01/08/2023,19:29:30,-18.918179,-48.230473,46.030304,28.520693,25.711128,25.737274,25.739557,25.737204,25.724585,25.715061,25.717625,25.715954,2023-01-08 19:29:30,25.7247985
1,01/08/2023,19:39:30,-18.918186,-48.230495,46.136364,28.419699,25.70734,25.68655,25.698759,25.712946,25.719908,25.724037,25.71706,25.711618,2023-01-08 19:39:30,25.709777250000002
1,01/08/2023,19:49:30,-18.918196,-48.230503,45.929295,28.329275,25.639053,25.6476,25.63843,25.640173,25.647203,25.648497,25.644285,25.640448,2023-01-08 19:49:30,25.643211124999997
1,01/08/2023,19:59:30,-18.918192,-48.230465,45.732323,28.246969,25.612432,25.614992,25.613689,25.614202,25.615742,25.617838,25.617399,25.6154,2023-01-08 19:59:30,25.615211750000004
1,01/08/2023,20:09:30,-18.918196,-48.230473,46.531986,28.205032,25.626638,25.60684,25.603706,25.61249,25.61404,25.61445,25.61585,25.621422,2023-01-08 20:09:30,25.614429499999996
1,01/08/2023,20:19:30,-18.918203,-48.230503,46.575756,28.077793,25.592337,25.622238,25.620634,25.615059,25.6066,25.603611,25.605152,25.597939,2023-01-08 20:19:30,25.60794625
1,01/08/2023,20:29:30,-18.918188,-48.230476,46.651516,27.962624,25.545935,25.556116,25.555964,25.555981,25.558342,25.555847,25.547157,25.544952,2023-01-08 20:29:30,25.55253675
1,01/08/2023,20:39:30,-18.9182,-48.230469,47.070705,27.919695,25.528257,25.552492,25.540339,25.538002,25.532618,25.530272,25.534065,25.533632,2023-01-08 20:39:30,25.536209625
1,01/08/2023,20:49:30,-18.91818,-48.230492,47.171719,27.786369,25.506268,25.524412,25.531225,25.536289,25.527304,25.518753,25.512106,25.508583,2023-01-08 20:49:30,25.5206175
1,01/08/2023,20:59:30,-18.918177,-48.230469,47.126263,27.661114,25.451763,25.489992,25.488256,25.469507,25.458851,25.452696,25.455519,25.451744,2023-01-08 20:59:30,25.464790999999998
1,01/08/2023,03:09:29,-18.918194,-48.230495,47.020168,27.4356,25.269266,25.300707,25.30163,25.300283,25.29328,25.283033,25.275822,25.272972,2023-01-08 03:09:29,25.287124125000002
1,01/08/2023,03:19:29,-18.918238,-48.230503,47.015152,27.378275,25.228172,25.245426,25.242596,25.241766,25.241375,25.241142,25.240707,25.237387,2023-01-08 03:19:29,25.239821375000005
1,01/08/2023,03:29:29,-18.918215,-48.23045,47.005051,27.316149,25.151468,25.15213,25.164906,25.16728,25.161444,25.151203,25.145832,25.148273,2023-01-08 03:29:29,25.155317
1,01/08/2023,03:39:29,-18.918217,-48.230469,47.020203,27.253031,25.111694,25.095064,25.097197,25.103354,25.115313,25.118176,25.114582,25.113832,2023-01-08 03:39:29,25.1086515
1,01/08/2023,03:49:29,-18.918243,-48.23045,47.0,27.121719,25.071501,25.108652,25.081139,25.083376,25.086187,25.080572,25.07756,25.073973,2023-01-08 03:49:29,25.08287
1,01/08/2023,03:59:29,-18.91818,-48.230446,46.843433,27.067675,25.00153,25.051586,25.026451,25.01688,25.014334,25.012484,25.005629,25.003405,2023-01-08 03:59:29,25.016537375
1,01/08/2023,04:09:29,-18.91818,-48.230488,46.641415,26.972206,24.962389,24.97731,24.962648,24.970074,24.96629,24.971155,24.969873,24.967398,2023-01-08 04:09:29,24.968392125
1,01/08/2023,04:19:29,-18.918184,-48.230457,46.883839,26.909578,24.928192,24.937456,24.937908,24.934687,24.932913,24.93186,24.929052,24.928259,2023-01-08 04:19:29,24.932540874999997
1,01/08/2023,04:29:29,-18.918203,-48.230431,47.010101,26.742905,24.882002,24.913,24.893204,24.889025,24.897198,24.891888,24.887384,24.884424,2023-01-08 04:29:29,24.892265625
1,01/08/2023,04:39:29,-18.918173,-48.230423,47.030304,26.742905,24.850225,24.832384,24.819853,24.831947,24.838951,24.843784,24.846844,24.849503,2023-01-08 04:39:29,24.839186375
1,01/08/2023,04:49:29,-18.918196,-48.230476,46.969696,26.64747,24.80835,24.849594,24.838081,24.827095,24.820881,24.817192,24.814751,24.809401,2023-01-08 04:49:29,24.823168125000002
1,01/08/2023,04:59:29,-18.918173,-48.230423,47.409092,26.528778,24.759001,24.784376,24.771675,24.764309,24.758167,24.754522,24.757881,24.761473,2023-01-08 04:59:29,24.7639255
1,01/08/2023,05:09:29,-18.918215,-48.230461,47.68182,26.448978,24.722069,24.695608,24.708742,24.718933,24.724367,24.727592,24.729727,24.726789,2023-01-08 05:09:29,24.719228374999997
1,01/08/2023,05:19:29,-18.918207,-48.230469,47.585857,26.318682,24.682192,24.718252,24.697023,24.690393,24.687164,24.685247,24.683979,24.683077,2023-01-08 05:19:29,24.690915874999998
1,01/08/2023,05:29:29,-18.918205,-48.230427,47.71212,26.288906,24.620848,24.616804,24.616295,24.627607,24.62615,24.624269,24.622744,24.621658,2023-01-08 05:29:29,24.622046875000002
1,01/08/2023,05:39:29,-18.918209,-48.230476,47.656567,26.148956,24.587914,24.614992,24.614992,24.614479,24.614033,24.609026,24.599798,24.592997,2023-01-08 05:39:29,24.606028875
1,01/08/2023,05:49:29,-18.918205,-48.230511,47.505051,26.151016,24.520994,24.552492,24.552492,24.552549,24.552172,24.546696,24.531385,24.52544,2023-01-08 05:49:29,24.541777500000002
1,01/08/2023,05:59:29,-18.918171,-48.230476,47.575756,26.041397,24.457653,24.489992,24.489992,24.490049,24.488396,24.476574,24.467197,24.461615,2023-01-08 05:59:29,24.477683499999998
